"ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","Taxon","Assemblage","Group","z2","Stressor","cp","Class_allCP","Class_hiloCP"
2.3,0.525,148,2,32.87,0.002,6.98,0.0148,0.01797,0.555,0.93865,2.15,1,1,7.90037372799259,2,"Staurosira","Diatom","Increasers",6.98,"TP",0.08195,"Tolerant","Tolerant"
1.0395,0.021,150,2,14.72,0.02,2.5,0.0094,0.014245,0.02105,0.42665,0.52,0.646,0.874,3.04857715461429,0,"Staurosirella","Diatom","Neither",2.5,"TP",NA,"Other","Other"
0.1255,0.0636,167,2,38,0.002,19.11,0.0372,0.038335,0.0647,0.08195,0.1165,1,1,20.387746893922,2,"Surirella","Diatom","Increasers",19.11,"TP",0.08195,"Tolerant","Other"
1.083,0.316,498,1,60.19,0.002,6.82,0.012895,0.048,0.31,0.3453,0.5665,1,1,7.05993018466692,1,"Synedra","Diatom","Decreasers",-6.82,"TP",0.04795,"Sensitive","Other"
0.152,0.07655,102,2,24.92,0.002,11.69,0.0437125,0.04788,0.07955,0.1505,0.154,0.999,0.998,13.1217482363642,2,"Tabularia","Diatom","Increasers",11.69,"TP",0.08195,"Tolerant","Other"
0.1245,0.0958,142,2,45.48,0.002,25.31,0.05975,0.0611,0.0813,0.115,0.124,1,1,26.0898402187115,2,"Tryblionella","Diatom","Increasers",25.31,"TP",0.08195,"Tolerant","Tolerant"
0.812,0.0091,126,2,15.84,0.024,2.27,0.0088,0.00885,0.02685,0.482,0.633049999999997,0.619,0.869,2.80686376459292,0,"Anabaena","SBA","Neither",2.27,"TP",NA,"Other","Other"
0.0109,0.0117,386,1,56.16,0.002,5.01,0.0101875,0.0109,0.01205,0.06845,0.08045,0.996,0.987,5.18520489287191,1,"Aphanocapsa","SBA","Decreasers",-5.01,"TP",0.03385,"Sensitive","Sensitive"
0.0394,0.04125,257,1,36.76,0.002,6.62,0.0273,0.030235,0.039725,0.045305,0.06645,1,1,7.04949544474641,1,"Aphanothece","SBA","Decreasers",-6.62,"TP",0.03385,"Sensitive","Other"
0,0.04225,280,1,37.11,0.002,9.23,0.0289,0.0296,0.03815,0.0445,0.04545,1,1,9.97749945630049,1,"Calothrix","SBA","Decreasers",-9.23,"TP",0.03385,"Sensitive","Other"
0.013,0.02335,299,1,48.31,0.002,12.99,0.0199975,0.0211,0.02605,0.03865,0.03915,1,1,13.6085691749914,1,"Chamaesiphon","SBA","Decreasers",-12.99,"TP",0.03385,"Sensitive","Sensitive"
1.6,0.123,196,1,22.48,0.004,3.92,0,0.007,0.1235,0.1915,0.356,0.969,0.994,4.37512208085643,1,"Chantransia","SBA","Decreasers",-3.92,"TP",0.03385,"Sensitive","Other"
0.3335,0.327,73,2,16.26,0.004,4.29,0.0139,0.0209,0.307,0.812,0.91,0.965,0.967,4.89892534328677,2,"Chlorella","SBA","Increasers",4.29,"TP",0.07475,"Tolerant","Tolerant"
0.03095,0.03095,59,2,9.87,0.006,2.83,0.0128975,0.023545,0.0309,0.0354,0.05811,0.927,0.903,3.11555662259698,0,"Chroococcopsis","SBA","Neither",2.83,"TP",NA,"Other","Other"
0,0.0027,275,1,47.92,0.006,3.06,0,0,0.0053,0.04271,0.04375,0.837,0.991,4.11670381507203,0,"Chroococcus","SBA","Neither",3.06,"TP",NA,"Other","Other"
1.2,0.0911,289,2,41.07,0.002,15.03,0.0352,0.03939,0.0651,0.1035,0.1132,1,1,15.5438601767888,2,"Cladophora","SBA","Increasers",15.03,"TP",0.07475,"Tolerant","Tolerant"
1.6,0.0148,74,2,9.01,0.028,2.3,0,0.0103,0.01895,0.1787,1.5,0.811,0.937,3.27492319652429,0,"Closterium","SBA","Neither",2.3,"TP",NA,"Other","Other"
0.0026,0.0027,69,1,19.05,0.01,4.42,0,0,0.005,0.03562,0.0406,0.993,0.993,5.54985961838049,1,"Cosmarium","SBA","Decreasers",-4.42,"TP",0.03385,"Sensitive","Sensitive"
0,0.5955,66,2,12.89,0.02,2.53,0,0,0.208,0.9102,0.9735,0.668,0.716,3.54749168154467,0,"Geitlerinema","SBA","Neither",2.53,"TP",NA,"Other","Other"
0.0064,0.00825,83,1,21.38,0.002,7.51,0,0.0051,0.0073,0.0774,0.126,0.874,0.85,7.50799493062831,0,"Gloeocapsa","SBA","Neither",7.51,"TP",NA,"Other","Other"
0.525,0.54,83,1,11.31,0.084,0.9,0.0068475,0.0088,0.02975,0.10004,0.312299999999998,0.586,0.634,2.20804274386856,0,"Gloeocystis","SBA","Neither",0.9,"TP",NA,"Other","Other"
0.0109,0.0273,105,1,15.77,0.002,7.43,0.0107,0.01145,0.0269,0.04925,0.0518025,1,1,7.98908901220734,1,"Gongrosira","SBA","Decreasers",-7.43,"TP",0.03385,"Sensitive","Sensitive"
1.7,0.01805,744,2,78.34,0.002,6.33,0.0103,0.0121,0.019325,0.0251,0.0254025,1,1,6.86740229719681,2,"Heteroleibleinia","SBA","Increasers",6.33,"TP",0.07475,"Tolerant","Other"
0.012,0.01295,257,1,35.54,0.002,6.9,0.01125,0.01185,0.014575,0.071755,0.08021,0.999,0.999,7.71095039234366,1,"Homoeothrix","SBA","Decreasers",-6.9,"TP",0.03385,"Sensitive","Sensitive"
0.0085,0.0088,73,2,10.08,0.066,1.36,0.0091,0.01029,0.039975,0.415,0.438,0.589,0.658,2.27681475547005,0,"Leibleinia","SBA","Neither",1.36,"TP",NA,"Other","Other"
0,0.0242,559,2,50.86,0.01,3.25,0.01,0.01015,0.023525,0.11065,0.417,0.884,0.99,4.28197361343808,0,"Leptolyngbya","SBA","Neither",3.25,"TP",NA,"Other","Other"
0,1.133,53,2,19.15,0.006,5.64,0,0,0.479,1.133,1.3,0.629,0.96,8.91177882061852,0,"Merismopedia","SBA","Neither",5.64,"TP",NA,"Other","Other"
0.122,0.122,50,1,7.86,0.014,2.77,0.0103,0.016,0.0827,0.126,0.129,0.963,0.997,2.99344830965913,1,"Microspora","SBA","Decreasers",-2.77,"TP",0.03385,"Sensitive","Other"
0.149,0.02375,98,2,15.79,0.002,2.81,0.02215,0.0232,0.0577,0.149,0.154,0.925,0.917,3.74559628094176,0,"Monoraphidium","SBA","Neither",2.81,"TP",NA,"Other","Other"
0.00245,0.0122,137,1,21.13,0.002,6.74,0.0053475,0.00645,0.0122,0.062505,0.102025,1,1,7.24889422957752,1,"Mougeotia","SBA","Decreasers",-6.74,"TP",0.03385,"Sensitive","Sensitive"
0,0.036,247,1,30.69,0.002,9.53,0.02775,0.0286,0.0339,0.06105,0.063,1,1,10.492782994592,1,"Nostoc","SBA","Decreasers",-9.53,"TP",0.03385,"Sensitive","Other"
1.0695,0.158,212,2,31.13,0.002,6.62,0.0389,0.1105,0.158,0.204,1.053825,0.971,1,6.9311238664872,2,"Oedogonium","SBA","Increasers",6.62,"TP",0.07475,"Tolerant","Tolerant"
0.00535,0.00535,100,1,24.45,0.002,5.28,0.0028,0.0038,0.0057,0.641500000000003,1.02,0.873,0.907,5.35227041905056,0,"Oocystis","SBA","Neither",5.28,"TP",NA,"Other","Other"
1.45,1.45,103,2,33.37,0.002,8.19,0.0967025,0.1385,0.4825,1.45,1.45,0.995,0.987,7.66489091002406,2,"Pediastrum","SBA","Increasers",8.19,"TP",0.07475,"Tolerant","Tolerant"
0,0.0523,269,1,29.16,0.002,5.46,0,0.007685,0.051675,0.06532,0.0717525,0.993,1,5.82191572873108,1,"Phormidium","SBA","Decreasers",-5.46,"TP",0.03385,"Sensitive","Other"
0.0301,0.0301,44,2,8.05,0.004,3.24,0.028645,0.02965,0.0307,1.083,1.55,0.986,0.959,3.69294175554308,2,"Planktolyngbya","SBA","Increasers",3.24,"TP",0.07475,"Tolerant","Other"
0,0.01315,79,2,10.64,0.008,2.66,0,0,0.0135,0.03995,0.06253,0.791,0.966,3.36399467922843,0,"Pleurocapsa","SBA","Neither",2.66,"TP",NA,"Other","Other"
0.18,0.0804,67,2,25.16,0.002,20.61,0.0734,0.0757,0.09205,0.15955,0.178,1,1,20.6146947718557,2,"Rhizoclonium","SBA","Increasers",20.61,"TP",0.07475,"Tolerant","Tolerant"
1.133,0.2955,261,2,51.57,0.002,4.95,0.10075,0.129,0.2855,1.19,1.4525,0.966,0.973,6.03913388553293,2,"Scenedesmus","SBA","Increasers",4.95,"TP",0.07475,"Tolerant","Tolerant"
0,0.0101,182,1,16.81,0.072,1.54,0.005195,0.00635,0.02185,0.91,2.8,0.63,0.8,2.96423763652373,0,"Spirogyra","SBA","Neither",1.54,"TP",NA,"Other","Other"
0,1.6,49,2,19.12,0.006,6.74,0,0,0.01055,1.6,2.05,0.465,0.935,10.0667682191561,0,"Spirulina","SBA","Neither",6.74,"TP",NA,"Other","Other"
0.02735,0.02735,46,1,6.9,0.002,3.63,0.01,0.0121,0.02735,0.03718,0.0580025,0.972,0.932,4.23363806034924,0,"Stigeoclonium","SBA","Neither",3.63,"TP",NA,"Other","Other"
0.0048,0.029,98,1,17.42,0.002,10.78,0.0129975,0.02095,0.029,0.03185,0.03366,1,1,11.018662626139,1,"Tolypothrix","SBA","Decreasers",-10.78,"TP",0.03385,"Sensitive","Sensitive"
2.3,2.3,47,2,21.63,0.006,4.54,0.0163,0.0199,0.07955,2.3,2.35,0.992,0.979,4.36687171060368,2,"Trachelomonas","SBA","Increasers",4.54,"TP",0.07475,"Tolerant","Tolerant"
0.3665,0.122,125,1,15.33,0.018,2.52,0.0093475,0.010445,0.116,0.28515,0.37255,0.822,0.973,3.08172230438924,0,"Tribonema","SBA","Neither",2.52,"TP",NA,"Other","Other"
1.55,1.0395,54,2,26.53,0.002,10.34,0.031775,0.04506,1.059,1.55,1.55,0.982,0.981,10.6338788282409,2,"Tychonema","SBA","Increasers",10.34,"TP",0.07475,"Tolerant","Tolerant"
0,0.03095,47,1,7.64,0.002,5.88,0.00945,0.01015,0.02515,0.0321,0.04686,1,0.999,7.02216386474171,1,"Ulothrix","SBA","Decreasers",-5.88,"TP",0.03385,"Sensitive","Sensitive"
0.11,0.07175,74,2,11.59,0.002,5.35,0.0236975,0.02504,0.0647,0.111,0.115,0.997,0.994,6.5920901922993,2,"Vaucheria","SBA","Increasers",5.35,"TP",0.07475,"Tolerant","Other"
0.0196,0.0193,84,2,12.66,0.002,2.89,0.01565,0.016,0.0248,0.0659,0.114525,0.987,0.981,3.58292135845085,2,"Xenococcus","SBA","Increasers",2.89,"TP",0.07475,"Tolerant","Other"
0.00465,0.0097,72,1,20.57,0.002,12.2,0.00465,0.0057,0.01,0.015395,0.0220075,1,1,12.9008745744095,1,"Zygnema","SBA","Decreasers",-12.2,"TP",0.03385,"Sensitive","Sensitive"
0,1.007,888,1,56.97,0.004,4.23,0.006,0.0062,0.88,1.10145,1.17525,0.992,0.998,5.2931882569159,1,"Acari","BMI","Decreasers",-4.23,"TP",0.07955,"Sensitive","Other"
0.461,0.1565,71,1,6.23,0.02,2.78,0.0103,0.01705,0.07205,0.1465,0.152,0.596,0.986,3.6414272397948,0,"Acentrella","BMI","Neither",2.78,"TP",NA,"Other","Other"
0,0.177,48,2,6.4,0.004,5.02,0,0.00497000000000002,0.172,0.438,0.727,0.78,0.984,5.44826650174857,0,"Agabus","BMI","Neither",5.02,"TP",NA,"Other","Other"
1.89,0.07535,190,1,12.1,0.028,2.24,0,0,0.035,1.89,2.05,0.794,0.972,4.73407196033908,0,"Agapetus","BMI","Neither",2.24,"TP",NA,"Other","Other"
2.35,0.0371,78,2,5.56,0.016,2.94,0.0062,0.00699,0.04055,1.553,2.61524999999999,0.936,0.924,4.24527535186171,0,"Ambrysus","BMI","Neither",2.94,"TP",NA,"Other","Other"
0,0.7515,254,1,20.69,0.02,2.39,0.0039425,0.008,0.0866,0.812,0.92,0.922,0.794,3.66599258588639,0,"Ameletus","BMI","Neither",2.39,"TP",NA,"Other","Other"
0.5705,0.0122,87,1,6.71,0.012,3.42,0,0.005,0.0123,0.048005,0.1111,0.992,0.982,4.85616452668254,1,"Amiocentrus","BMI","Decreasers",-3.42,"TP",0.07955,"Sensitive","Sensitive"
0,0.0211,136,1,11.08,0.004,7.03,0.0058,0.0063,0.020475,0.0632,0.0762175,1,1,7.69023575669646,1,"Ampumixis","BMI","Decreasers",-7.03,"TP",0.07955,"Sensitive","Sensitive"
0.7145,0.01905,264,1,17.42,0.004,6.04,0.019,0.01905,0.061775,0.095775,0.344,1,1,7.20176080302451,1,"Antocha","BMI","Decreasers",-6.04,"TP",0.07955,"Sensitive","Sensitive"
0.0888,0.09645,156,1,13.88,0.004,5.88,0.03199,0.034,0.080525,0.095005,0.0976075,1,1,6.24614860047757,1,"Apatania","BMI","Decreasers",-5.88,"TP",0.07955,"Sensitive","Other"
0.07825,0.051,117,1,10.13,0.004,6.48,0.017,0.0209,0.038275,0.08025,0.0822,1,1,7.48661393742873,1,"Arctopsyche","BMI","Decreasers",-6.48,"TP",0.07955,"Sensitive","Sensitive"
2.35,0.197,253,2,25.03,0.004,7.14,0.122,0.137,0.1995,1.19595,1.57,0.982,1,8.29285005316344,2,"Argia","BMI","Increasers",7.14,"TP",0.0911,"Tolerant","Tolerant"
0,0.0348,109,1,7.72,0.004,3.65,0,0,0.0335,0.18545,2.4,0.888,0.968,4.3169383827177,0,"Atrichopogon","BMI","Neither",3.65,"TP",NA,"Other","Other"
0,0,66,1,21.64,0.02,4.07,0,0,0.002,0.0369,0.0399624999999998,0.87,0.938,5.20268480727667,0,"Attenella","BMI","Neither",4.07,"TP",NA,"Other","Other"
2.35,2.3,925,2,76.59,0.004,3.34,0,0.00290000000000001,0.03785,2.3,2.35,0.61,0.97,3.87963332037451,0,"Baetis","BMI","Neither",3.34,"TP",NA,"Other","Other"
2.1325,1.2,588,1,38.61,0.06,1.82,0,0,0.0899,0.9488,1.02,0.502,0.892,3.41973349284103,0,"Bezzia_Palpomyia","BMI","Neither",1.82,"TP",NA,"Other","Other"
0,0.0168,51,1,5.22,0.004,3.76,0.0028,0.003,0.014975,0.0406,0.0455075,0.998,0.994,4.96968295953652,1,"Brachycentrus","BMI","Decreasers",-3.76,"TP",0.07955,"Sensitive","Sensitive"
0.005,0.0083,134,1,11.13,0.004,3.79,0,0.004795,0.008525,0.0939850000000001,0.194,0.822,0.994,4.82171116344786,0,"Caenis","BMI","Neither",3.79,"TP",NA,"Other","Other"
1.135,0.0866,407,1,26.88,0.004,6.71,0.018225,0.02581,0.086,0.28555,0.35315,1,1,7.08518092931667,1,"Calineuria","BMI","Decreasers",-6.71,"TP",0.07955,"Sensitive","Other"
0.516,0.516,128,2,17.06,0.004,5.75,0,0.010345,0.32025,0.5585,1.040525,0.87,0.982,5.9700289067136,0,"Callibaetis","BMI","Neither",5.75,"TP",NA,"Other","Other"
2.2325,0.08025,281,2,27.26,0.004,9.43,0.00295,0.07485,0.0888,0.152,1.040475,0.944,1,9.70506414528533,0,"Caloparyphus_Euparyphus","BMI","Neither",9.43,"TP",NA,"Other","Other"
0,0,66,1,14.61,0.156,1.11,0,0,0.012925,0.082385,0.144725,0.692,0.732,2.80232115130573,0,"Capniidae","BMI","Neither",1.11,"TP",NA,"Other","Other"
0,0.05305,113,1,7.39,0.044,2.16,0.0042975,0.0057,0.028325,0.185,0.2345,0.944,0.908,3.49058613179426,0,"Caudatella","BMI","Neither",2.16,"TP",NA,"Other","Other"
0,0.08735,273,1,16.05,0.048,1.97,0.003,0.006245,0.033575,0.1401,0.461074999999999,0.822,0.93,3.30764925888824,0,"Centroptilum","BMI","Neither",1.97,"TP",NA,"Other","Other"
0,0,670,2,52.63,0.084,1.55,0,0.002135,0.0458,0.782150000000002,1.553,0.39,0.87,3.18477382450065,0,"Ceratopsyche_Hydropsyche","BMI","Neither",1.55,"TP",NA,"Other","Other"
2.1325,0.2625,98,2,8.77,0.016,3.3,0.003,0.004,0.182,2.1325,2.8145,0.714,0.95,4.66214121670372,0,"Chelifera_Metachela","BMI","Neither",3.3,"TP",NA,"Other","Other"
0,0.301,148,1,10.81,0.064,1.72,0.0043325,0.006,0.0223,0.268,0.291225,0.544,0.908,3.02639708204731,0,"Cheumatopsyche","BMI","Neither",1.72,"TP",NA,"Other","Other"
2.1,0.0095,1161,1,53.5,0.004,3.69,0.00499,0.00685,0.01,1.0556,1.8,0.944,0.986,4.32113464179764,0,"Chironominae","BMI","Neither",3.69,"TP",NA,"Other","Other"
0.108,0.1085,61,1,5.87,0.02,2.56,0,0.0088,0.0721,0.11255,0.117,0.754,0.982,3.22385518667237,0,"Cinygma","BMI","Neither",2.56,"TP",NA,"Other","Other"
0.8235,0.461,182,1,15.51,0.036,2.36,0.004,0.009,0.0819,0.53,0.568,0.778,0.91,3.17662121613944,0,"Cinygmula","BMI","Neither",2.36,"TP",NA,"Other","Other"
0,0.0071,133,1,12,0.004,4.66,0.0028,0.00299,0.00705,0.024215,0.0982999999999997,0.986,0.96,6.02964105275058,1,"Cleptelmis","BMI","Decreasers",-4.66,"TP",0.07955,"Sensitive","Sensitive"
0,0.5535,97,1,8.61,0.064,2.1,0,0,0.011,0.3846,0.54,0.554,0.872,2.81812603312964,0,"Clinocera","BMI","Neither",2.1,"TP",NA,"Other","Other"
0,0,56,1,16.87,0.036,1.95,0.002285,0.004,0.02595,0.55385,1.02,0.704,0.776,2.83760075859626,0,"Cordulegaster","BMI","Neither",1.95,"TP",NA,"Other","Other"
2.1,0.0088,196,1,12.32,0.016,2.09,0,0,0.00585,0.08166,0.992,0.74,0.854,3.33322487691724,0,"Dasyhelea","BMI","Neither",2.09,"TP",NA,"Other","Other"
0.00615,0.02135,64,1,5.12,0.004,4,0.00615,0.0063,0.021,0.03091,0.05807,0.99,0.988,5.19871099863437,1,"Despaxia","BMI","Decreasers",-4,"TP",0.07955,"Sensitive","Sensitive"
0.7145,0.63,305,1,26.47,0.004,3.77,0.038385,0.17,0.518,0.787,0.8805,0.986,1,3.94550415157438,1,"Diamesinae","BMI","Decreasers",-3.77,"TP",0.07955,"Sensitive","Other"
0,0.02165,234,1,13.01,0.024,2.56,0.005,0.006045,0.029225,0.45065,0.993399999999999,0.908,0.914,3.8319505203272,0,"Dicranota","BMI","Neither",2.56,"TP",NA,"Other","Other"
2.1,0.1465,431,1,27.31,0.004,4.41,0.006,0.00625,0.1255,0.3542,0.418425,1,0.998,5.73711827948824,1,"Diphetor","BMI","Decreasers",-4.41,"TP",0.07955,"Sensitive","Other"
0.003,0.003,138,1,13.98,0.004,4.58,0.00190000000000001,0.002285,0.00465,0.0339,0.1781,0.924,0.98,5.48266550161426,0,"Dixa","BMI","Neither",4.58,"TP",NA,"Other","Other"
1.175,0.009,51,2,3.34,0.2,0.76,0.009,0.013,0.0543,0.568,0.63,0.344,0.584,2.53366700310221,0,"Dolophilodes","BMI","Neither",0.76,"TP",NA,"Other","Other"
0,0.037,96,1,6.6,0.008,3.23,0,0,0.0211,0.05186,0.0841374999999999,0.982,0.98,4.78048377373617,1,"Doroneuria","BMI","Decreasers",-3.23,"TP",0.07955,"Sensitive","Sensitive"
1.175,0.0228,390,1,24.48,0.004,6.61,0.0212,0.021545,0.033825,0.25675,0.303,1,1,7.57412543055175,1,"Drunella","BMI","Decreasers",-6.61,"TP",0.07955,"Sensitive","Sensitive"
0.00685,0.007,76,1,7.45,0.012,3.78,0.006195,0.00665,0.00725,0.08139,0.12205,0.882,0.84,4.40463802670913,0,"Ecdyonurus","BMI","Neither",3.78,"TP",NA,"Other","Other"
1.2,0.08405,445,1,33.14,0.004,8.49,0.04,0.06024,0.08175,0.122,0.1475,1,1,8.91832856192021,1,"Epeorus","BMI","Decreasers",-8.49,"TP",0.07955,"Sensitive","Other"
0,0.256,155,1,14.26,0.008,3.58,0,0.003,0.0893,0.2565,0.265025,1,1,4.55036902151026,1,"Ephemerella","BMI","Decreasers",-3.58,"TP",0.07955,"Sensitive","Other"
0.1155,0.112,85,2,11.02,0.004,7.91,0.036485,0.043155,0.104,0.1296,0.1515,0.996,1,8.35370327470833,2,"Ephydridae","BMI","Increasers",7.91,"TP",0.0911,"Tolerant","Tolerant"
1.99,0.06545,280,1,20.14,0.004,6.57,0.0064,0.0149,0.07265,0.1035,0.1095,0.998,1,6.60188871811136,1,"Eubrianax","BMI","Decreasers",-6.57,"TP",0.07955,"Sensitive","Sensitive"
2.2325,0.1155,283,2,29.45,0.004,11.08,0.037985,0.09281,0.1165,0.95535,0.994,1,1,12.0637637371297,2,"Fallceon","BMI","Increasers",11.08,"TP",0.0911,"Tolerant","Tolerant"
0.0072,0.0075,72,1,6.64,0.004,3.83,0.00447000000000001,0.00705,0.01005,0.03702,0.0722,0.92,0.942,4.50204308139159,0,"Ferrissia","BMI","Neither",3.83,"TP",NA,"Other","Other"
0.7145,0.115,290,1,21.09,0.004,4.69,0.0192925,0.021445,0.086,0.266,0.301,0.998,1,5.84766074568997,1,"Glossosoma","BMI","Decreasers",-4.69,"TP",0.07955,"Sensitive","Other"
0,0.7515,87,1,7.65,0.06,1.45,0.0054,0.006195,0.045725,0.265,0.4165,0.608,0.65,2.30669768083646,0,"Glutops","BMI","Neither",1.45,"TP",NA,"Other","Other"
0,0.0057,284,1,17.91,0.044,2.06,0,0,0.0149,0.344,0.415,0.846,0.91,3.49427868436117,0,"Gumaga","BMI","Neither",2.06,"TP",NA,"Other","Other"
0.002,0.002,101,1,10.74,0.032,2.15,0,0,0.0147,0.137,0.1585,0.884,0.84,3.34222750801536,0,"Gyraulus","BMI","Neither",2.15,"TP",NA,"Other","Other"
0,0.0401,123,2,8.25,0.032,2.31,0.005,0.008,0.040575,0.3626,0.391,0.696,0.824,3.07403630349432,0,"Helicopsyche","BMI","Neither",2.31,"TP",NA,"Other","Other"
0,0.02735,52,1,3.85,0.024,2.23,0,0,0.0258,0.15055,1.536,0.804,0.874,3.298518548498,0,"Helisoma","BMI","Neither",2.23,"TP",NA,"Other","Other"
1.585,1.585,149,2,44.97,0.004,9.56,0.00556250000000001,0.044685,1.568,1.8,1.99,0.936,0.99,8.24887297630018,0,"Hemerodromia","BMI","Neither",9.56,"TP",NA,"Other","Other"
1.135,0.0147,125,1,8.15,0.008,3.34,0.0064,0.012,0.0189,0.084245,0.185525,0.968,0.978,4.76070707197644,1,"Hesperoperla","BMI","Decreasers",-3.34,"TP",0.07955,"Sensitive","Sensitive"
0.344,0.01325,111,1,8.8,0.004,4.37,0.005,0.011,0.013775,0.03108,0.0825799999999998,0.97,0.998,5.32583870898956,1,"Heterlimnius","BMI","Decreasers",-4.37,"TP",0.07955,"Sensitive","Sensitive"
1.135,0.11,172,1,14.33,0.004,5.63,0.0071475,0.0504,0.0809,0.1105,0.115,0.998,1,5.62230209751515,1,"Heteroplectron","BMI","Decreasers",-5.63,"TP",0.07955,"Sensitive","Other"
1.2,0.038,227,1,13.46,0.012,3.17,0.00615,0.012675,0.038,0.28025,0.690524999999995,0.998,1,4.45735746233962,1,"Hexatoma","BMI","Decreasers",-3.17,"TP",0.07955,"Sensitive","Sensitive"
0,0.1085,262,2,20.45,0.004,6.07,0,0.002,0.109,0.3441,0.763,0.894,1,7.53901578147212,0,"Hyalella","BMI","Neither",6.07,"TP",NA,"Other","Other"
0,0,92,1,20.42,0.012,4.08,0,0,0.00605,0.18,1.1855,0.87,0.952,3.95600893762078,0,"Hydraena","BMI","Neither",4.08,"TP",NA,"Other","Other"
1.7,1.7,81,2,20.07,0.024,3.98,0.004,0.0047,1.536,2.1,2.4,0.588,0.918,5.31531540360207,0,"Hydrobiidae","BMI","Neither",3.98,"TP",NA,"Other","Other"
2.2325,1.02,432,2,53.29,0.004,7.07,0.0214975,0.02481,0.81775,1.1955,1.2,0.986,1,8.64243370793931,2,"Hydroptila","BMI","Increasers",7.07,"TP",0.0911,"Tolerant","Tolerant"
0,0.54,224,1,16.9,0.036,2.32,0.0028,0.003,0.04,0.584900000000003,0.8435,0.972,0.978,3.72473289756327,1,"Ironodes","BMI","Decreasers",-2.32,"TP",0.07955,"Sensitive","Other"
0,0,102,1,18,0.032,2.59,0,0,0.02895,0.10355,0.156699999999999,0.38,0.884,3.66709112638563,0,"Isoperla","BMI","Neither",2.59,"TP",NA,"Other","Other"
0.00615,0.01485,77,1,6.21,0.008,4.24,0.0052,0.00615,0.01465,0.0208,0.1165,0.98,0.974,5.10711913270313,1,"Juga","BMI","Decreasers",-4.24,"TP",0.07955,"Sensitive","Sensitive"
0.003,0.0057,71,1,7.7,0.004,4.89,0,0,0.005,0.02145,0.0270175,0.982,0.958,6.14462391818367,1,"Lara","BMI","Decreasers",-4.89,"TP",0.07955,"Sensitive","Sensitive"
0.301,0.149,565,1,37.35,0.004,5.41,0.0062,0.00635,0.086,0.152,0.30205,0.98,0.998,6.50832317897843,1,"Lepidostoma","BMI","Decreasers",-5.41,"TP",0.07955,"Sensitive","Other"
2.35,2.35,89,2,31.15,0.048,3.32,0.0076,0.0085,1.2,2.605,2.605,0.794,0.82,3.61539602536225,0,"Limnophila","BMI","Neither",3.32,"TP",NA,"Other","Other"
0.004,0.0066,48,1,4.22,0.04,2.31,0,0.0038,0.00665,0.066505,0.108,0.95,0.876,3.71084339818155,0,"Limonia","BMI","Neither",2.31,"TP",NA,"Other","Other"
0.002,0.0085,85,1,8.2,0.004,3.56,0,0,0.00825,1.5018,1.536,0.76,0.986,5.75605023331502,0,"Lymnaea","BMI","Neither",3.56,"TP",NA,"Other","Other"
0,0.205,416,1,25.21,0.028,2.75,0.00419,0.005,0.136,0.268,2.04,0.888,0.958,4.02110242130841,0,"Malenka","BMI","Neither",2.75,"TP",NA,"Other","Other"
0,0.0898,107,1,7.05,0.06,1.97,0.002,0.00398,0.018,0.11605,0.535749999999999,0.856,0.896,3.5056377746459,0,"Maruina","BMI","Neither",1.97,"TP",NA,"Other","Other"
2.35,0.0062,331,1,23.61,0.004,4.5,0.004,0.004595,0.008,0.153800000000002,2.043,0.934,0.984,5.39214663229303,0,"Matriella_Serratella","BMI","Neither",4.5,"TP",NA,"Other","Other"
1.7,1.7,59,2,7.99,0.112,0.97,0,0,0.037175,1.7,1.7,0.556,0.836,3.30191454318512,0,"Menetus","BMI","Neither",0.97,"TP",NA,"Other","Other"
0,0,66,1,16.2,0.016,3.53,0,0,0.0167,0.633000000000001,0.97715,0.564,0.78,2.83852265201261,0,"Meringodixa","BMI","Neither",3.53,"TP",NA,"Other","Other"
0,0,483,1,64.71,0.004,3.8,0.002,0.002,0.0057,1.6,1.775,0.668,0.962,4.34774096075851,0,"Micrasema","BMI","Neither",3.8,"TP",NA,"Other","Other"
2.35,2.3,115,2,37.87,0.004,6.78,0.01034,0.02055,2.075,2.35,2.455,0.746,0.976,5.63960436900073,0,"Microcylloepus","BMI","Neither",6.78,"TP",NA,"Other","Other"
0.002,0.0076,73,1,6.56,0.02,3.29,0.002,0.002135,0.00765,0.081525,0.0895625,0.974,0.978,4.48627206494538,1,"Mystacides","BMI","Decreasers",-3.29,"TP",0.07955,"Sensitive","Sensitive"
0,0.0814,107,1,7.53,0.024,2.7,0.00395,0.006195,0.033825,0.15,0.209275,0.94,0.938,3.73901263918428,0,"Narpus","BMI","Neither",2.7,"TP",NA,"Other","Other"
1.553,0.353,57,2,5.48,0.072,1.53,0,0,0.0397,1.536,1.553,0.692,0.902,4.07649856271733,0,"Nectopsyche","BMI","Neither",1.53,"TP",NA,"Other","Other"
2.35,0.002,77,1,9.63,0.012,3.71,0,0,0.002,2.555,2.91024999999999,0.722,0.878,5.60058213877719,0,"Nematoda","BMI","Neither",3.71,"TP",NA,"Other","Other"
1.175,0.006,189,1,14.34,0.004,3.71,0.0057,0.0058,0.019,0.09,0.0935225,0.986,0.96,4.81237738001833,1,"Neophylax","BMI","Decreasers",-3.71,"TP",0.07955,"Sensitive","Sensitive"
